"Date","Price","Open","High","Low","Vol.","Change %"
"Oct 31, 2016","70.02","70.06","70.17","69.85","6.39M","0.04%"
"Oct 28, 2016","69.99","69.80","70.21","69.73","6.95M","0.23%"
"Oct 27, 2016","69.83","69.60","70.00","69.39","7.13M","0.34%"
"Oct 26, 2016","69.59","69.30","69.81","69.14","5.05M","0.33%"
"Oct 25, 2016","69.36","69.01","69.87","69.00","7.63M","0.25%"
"Oct 24, 2016","69.19","68.62","69.37","68.39","7.16M","1.24%"
"Oct 21, 2016","68.34","68.34","68.63","67.99","7.84M","-0.57%"
"Oct 20, 2016","68.73","68.98","69.08","68.57","6.29M","-0.23%"
"Oct 19, 2016","68.89","69.22","69.34","68.69","7.12M","0.03%"
"Oct 18, 2016","68.87","68.57","68.98","68.23","7.86M","0.95%"
"Oct 17, 2016","68.22","68.65","68.65","67.80","7.49M","-0.34%"
"Oct 14, 2016","68.45","68.42","68.81","68.21","6.42M","0.32%"
"Oct 13, 2016","68.23","67.19","68.54","67.07","9.19M","1.14%"
"Oct 12, 2016","67.46","67.74","67.91","67.37","8.94M","0.10%"
"Oct 11, 2016","67.39","67.95","67.96","67.30","8.59M","-0.87%"
"Oct 10, 2016","67.98","68.75","68.96","67.75","8.99M","-1.05%"
"Oct 07, 2016","68.70","69.26","69.47","68.17","12.65M","-0.95%"
"Oct 06, 2016","69.36","70.20","70.43","68.89","20.11M","-3.22%"
"Oct 05, 2016","71.67","71.87","72.27","71.60","6.46M","-0.11%"
"Oct 04, 2016","71.75","72.00","72.57","71.55","6.57M","-0.36%"
"Oct 03, 2016","72.01","71.83","72.14","71.60","5.86M","-0.15%"
"Sep 30, 2016","72.12","71.50","72.45","71.40","9.98M","1.97%"
"Sep 29, 2016","70.73","71.57","71.71","70.62","8.00M","-1.48%"
"Sep 28, 2016","71.79","72.22","72.32","71.38","6.18M","-0.75%"
"Sep 27, 2016","72.33","71.93","72.49","71.58","6.34M","0.99%"
"Sep 26, 2016","71.62","72.31","72.33","71.52","5.95M","-1.01%"
"Sep 23, 2016","72.35","72.60","72.77","72.34","7.70M","0.11%"
"Sep 22, 2016","72.27","72.43","72.54","71.99","5.87M","0.11%"
"Sep 21, 2016","72.19","72.18","72.54","71.51","6.68M","0.31%"
"Sep 20, 2016","71.97","72.15","72.55","71.90","5.91M","-0.17%"
"Sep 19, 2016","72.09","72.64","72.87","72.09","6.92M","-1.07%"
"Sep 16, 2016","72.87","72.32","72.96","72.22","13.94M","0.65%"
"Sep 15, 2016","72.40","71.48","72.56","71.26","7.33M","1.23%"
"Sep 14, 2016","71.52","71.62","72.06","71.40","6.98M","0.08%"
"Sep 13, 2016","71.46","71.84","71.91","71.15","7.51M","-0.67%"
"Sep 12, 2016","71.94","70.79","72.24","70.72","10.86M","2.33%"
"Sep 09, 2016","70.30","71.32","71.51","70.30","12.17M","-2.13%"
"Sep 08, 2016","71.83","71.89","72.32","71.71","9.66M","-0.32%"
"Sep 07, 2016","72.06","73.00","73.05","72.01","9.62M","-1.29%"
"Sep 06, 2016","73.00","72.76","73.08","72.20","9.57M","0.69%"
"Sep 02, 2016","72.50","72.99","73.19","72.42","8.08M","-0.47%"
"Sep 01, 2016","72.84","71.57","72.86","71.41","11.76M","1.96%"
"Aug 31, 2016","71.44","71.46","71.64","71.15","6.31M","0.18%"
"Aug 30, 2016","71.31","71.76","71.76","71.15","5.77M","-0.13%"
"Aug 29, 2016","71.40","71.14","71.66","71.10","7.47M","0.37%"
"Aug 26, 2016","71.14","71.41","71.69","70.89","10.04M","-0.11%"
"Aug 25, 2016","71.22","72.37","72.58","71.05","10.51M","-1.40%"
"Aug 24, 2016","72.23","71.97","72.75","71.76","10.05M","0.36%"
"Aug 23, 2016","71.97","72.89","73.07","71.96","9.39M","-1.00%"
"Aug 22, 2016","72.70","73.06","73.14","72.45","10.31M","-0.15%"
"Aug 19, 2016","72.81","74.10","74.29","72.67","15.35M","-2.01%"
"Aug 18, 2016","74.30","74.94","75.19","73.87","26.86M","1.88%"
"Aug 17, 2016","72.93","71.99","72.95","71.99","14.34M","0.05%"
"Aug 16, 2016","72.89","72.59","73.31","72.21","9.76M","-0.59%"
"Aug 15, 2016","73.32","73.81","74.01","73.11","9.64M","-0.77%"
"Aug 12, 2016","73.89","73.80","74.12","73.56","9.99M","0.12%"
"Aug 11, 2016","73.80","74.50","74.80","73.53","6.29M","-0.20%"
"Aug 10, 2016","73.95","73.57","74.51","73.39","8.05M","0.56%"
"Aug 09, 2016","73.54","73.36","73.88","73.08","6.43M","0.27%"
"Aug 08, 2016","73.34","74.00","74.07","73.04","6.58M","-0.57%"
"Aug 05, 2016","73.76","73.46","73.95","73.46","5.42M","0.63%"
"Aug 04, 2016","73.30","72.80","73.49","72.59","4.94M","0.49%"
"Aug 03, 2016","72.94","73.00","73.40","72.51","6.57M","-0.26%"
"Aug 02, 2016","73.13","73.70","73.72","72.63","6.51M","-0.88%"
"Aug 01, 2016","73.78","72.81","73.99","72.81","5.87M","1.11%"
"Jul 29, 2016","72.97","73.17","73.25","72.76","6.30M","-0.37%"
"Jul 28, 2016","73.24","73.14","73.32","72.47","4.60M","-0.11%"
"Jul 27, 2016","73.32","73.66","73.82","73.14","5.78M","-0.56%"
"Jul 26, 2016","73.73","73.71","74.07","73.41","5.25M","-0.03%"
"Jul 25, 2016","73.75","73.55","73.83","73.41","4.73M","0.27%"
"Jul 22, 2016","73.55","73.76","73.91","73.42","4.32M","0.04%"
"Jul 21, 2016","73.52","73.43","73.66","73.14","4.43M","-0.37%"
"Jul 20, 2016","73.79","73.88","74.11","73.63","5.28M","0.18%"
"Jul 19, 2016","73.66","73.64","73.96","73.58","4.80M","-0.24%"
"Jul 18, 2016","73.84","73.64","74.18","73.53","5.46M","0.23%"
"Jul 15, 2016","73.67","73.98","74.01","73.44","5.99M","-0.04%"
"Jul 14, 2016","73.70","73.79","74.11","73.61","6.65M","0.11%"
"Jul 13, 2016","73.62","73.25","73.63","72.94","6.40M","0.48%"
"Jul 12, 2016","73.27","73.56","73.73","73.00","12.36M","-1.07%"
"Jul 11, 2016","74.06","73.67","74.35","73.50","9.04M","0.30%"
"Jul 08, 2016","73.84","73.82","73.85","73.24","9.13M","0.42%"
"Jul 07, 2016","73.53","73.73","73.93","73.15","7.49M","-0.39%"
"Jul 06, 2016","73.82","73.26","73.98","73.17","11.06M","0.93%"
"Jul 05, 2016","73.14","72.75","73.62","72.68","10.75M","0.45%"
"Jul 01, 2016","72.81","73.13","73.17","72.42","7.64M","-0.29%"
"Jun 30, 2016","73.02","72.57","73.19","72.32","8.71M","0.77%"
"Jun 29, 2016","72.46","71.63","72.49","71.56","7.01M","1.33%"
"Jun 28, 2016","71.51","71.76","71.87","70.67","8.56M","0.01%"
"Jun 27, 2016","71.50","71.64","71.77","70.88","11.35M","-0.64%"
"Jun 24, 2016","71.96","70.55","72.72","70.51","15.12M","-0.19%"
"Jun 23, 2016","72.10","72.20","72.24","71.78","6.97M","0.49%"
"Jun 22, 2016","71.75","71.60","72.25","71.56","8.46M","0.41%"
"Jun 21, 2016","71.46","70.95","71.72","70.95","6.67M","0.51%"
"Jun 20, 2016","71.10","71.31","71.78","71.05","7.14M","0.21%"
"Jun 17, 2016","70.95","71.05","71.31","70.40","18.06M","-0.49%"
"Jun 16, 2016","71.30","71.00","71.46","70.80","6.71M","0.25%"
"Jun 15, 2016","71.12","71.20","71.61","71.00","8.02M","0.24%"
"Jun 14, 2016","70.95","70.66","71.17","70.20","9.07M","0.60%"
"Jun 13, 2016","70.53","71.00","71.18","70.48","7.91M","-0.86%"
"Jun 10, 2016","71.14","71.00","71.41","70.68","7.51M","0.07%"
"Jun 09, 2016","71.09","71.36","71.59","70.85","6.07M","-0.27%"
"Jun 08, 2016","71.28","70.85","71.45","70.80","6.14M","0.35%"
"Jun 07, 2016","71.03","71.10","71.31","70.85","7.36M","-0.03%"
"Jun 06, 2016","71.05","71.52","71.55","71.00","9.02M","0.25%"
"Jun 03, 2016","70.87","70.57","71.05","70.52","6.37M","-0.11%"
"Jun 02, 2016","70.95","70.50","71.00","70.14","6.51M","0.64%"
"Jun 01, 2016","70.50","70.50","70.91","70.41","7.22M","-0.40%"
"May 31, 2016","70.78","70.58","71.00","70.48","8.39M","0.04%"
"May 27, 2016","70.75","70.86","70.89","70.49","5.77M","-0.14%"
"May 26, 2016","70.85","70.69","71.38","70.60","8.69M","0.52%"
"May 25, 2016","70.48","70.25","71.00","70.24","7.27M","0.34%"
"May 24, 2016","70.24","69.65","70.42","69.55","8.83M","1.06%"
"May 23, 2016","69.50","69.60","70.06","69.44","10.10M","-0.52%"
"May 20, 2016","69.86","69.33","70.14","68.85","16.75M","0.95%"
"May 19, 2016","69.20","68.10","69.33","67.50","35.08M","9.58%"
"May 18, 2016","63.15","63.02","63.78","62.72","22.26M","-3.00%"
"May 17, 2016","65.10","66.06","66.27","64.88","9.25M","-1.39%"
"May 16, 2016","66.02","64.86","66.35","64.68","10.18M","1.66%"
"May 13, 2016","64.94","66.48","66.55","64.65","13.74M","-2.86%"
"May 12, 2016","66.85","66.55","67.05","66.38","9.53M","0.66%"
"May 11, 2016","66.41","67.47","67.50","65.61","14.60M","-3.46%"
"May 10, 2016","68.79","68.92","69.13","68.45","6.40M","-0.23%"
"May 09, 2016","68.95","68.25","69.10","68.16","8.66M","1.03%"
"May 06, 2016","68.25","66.91","68.26","66.80","9.83M","1.55%"
"May 05, 2016","67.21","66.97","67.25","66.58","8.09M","0.03%"
"May 04, 2016","67.19","66.85","67.49","66.44","6.03M","0.28%"
"May 03, 2016","67.00","66.86","67.50","66.75","5.92M","-0.87%"
"May 02, 2016","67.59","66.62","67.70","66.53","7.61M","1.08%"
"Apr 29, 2016","66.87","68.73","68.82","66.36","12.10M","-2.96%"
"Apr 28, 2016","68.91","69.07","69.62","68.75","4.78M","-0.73%"
"Apr 27, 2016","69.42","69.49","69.78","68.99","5.15M","0.17%"
"Apr 26, 2016","69.30","69.70","69.89","69.10","6.65M","-0.24%"
"Apr 25, 2016","69.47","68.55","69.50","68.06","5.90M","1.09%"
"Apr 22, 2016","68.72","68.82","68.94","68.28","6.22M","0.37%"
"Apr 21, 2016","68.47","69.47","69.68","68.24","6.62M","-1.07%"
"Apr 20, 2016","69.21","69.76","69.99","69.13","5.41M","-0.80%"
"Apr 19, 2016","69.77","69.79","70.08","69.50","8.20M","-0.13%"
"Apr 18, 2016","69.86","69.05","69.90","68.85","6.62M","1.16%"
"Apr 15, 2016","69.06","68.94","69.41","68.94","7.58M","0.38%"
"Apr 14, 2016","68.80","69.15","69.24","68.15","6.98M","-0.51%"
"Apr 13, 2016","69.15","69.01","69.42","68.87","6.26M","0.51%"
"Apr 12, 2016","68.80","67.57","68.87","67.45","7.73M","2.08%"
"Apr 11, 2016","67.40","68.01","68.37","67.38","7.87M","-0.97%"
"Apr 08, 2016","68.06","68.31","68.39","67.86","6.52M","-0.23%"
"Apr 07, 2016","68.22","68.83","68.93","67.94","6.11M","-1.19%"
"Apr 06, 2016","69.04","68.70","69.06","68.52","5.36M","0.58%"
"Apr 05, 2016","68.64","69.03","69.25","68.27","5.78M","-0.67%"
"Apr 04, 2016","69.10","69.00","69.37","68.92","6.82M","0.06%"
"Apr 01, 2016","69.06","68.02","69.20","68.02","6.60M","0.83%"
"Mar 31, 2016","68.49","68.75","69.19","68.47","6.28M","-0.45%"
"Mar 30, 2016","68.80","68.33","69.00","68.29","7.21M","1.13%"
"Mar 29, 2016","68.03","68.15","68.21","67.43","6.49M","-0.13%"
"Mar 28, 2016","68.12","67.93","68.58","67.93","5.60M","0.18%"
"Mar 24, 2016","68.00","67.43","68.04","67.38","6.30M","0.80%"
"Mar 23, 2016","67.46","68.01","68.10","67.44","6.11M","-0.60%"
"Mar 22, 2016","67.87","68.00","68.68","67.79","7.51M","-0.15%"
"Mar 21, 2016","67.97","67.03","68.38","66.97","9.42M","1.52%"
"Mar 18, 2016","66.95","67.48","68.03","66.75","23.15M","-0.74%"
"Mar 17, 2016","67.45","67.82","68.92","67.26","11.84M","-0.79%"
"Mar 16, 2016","67.99","67.94","68.34","67.25","8.22M","-0.15%"
"Mar 15, 2016","68.09","67.00","68.35","67.00","7.57M","1.08%"
"Mar 14, 2016","67.36","67.15","67.67","66.96","6.71M","0.28%"
"Mar 11, 2016","67.17","67.77","67.94","66.80","8.29M","-0.36%"
"Mar 10, 2016","67.41","67.55","68.03","66.40","10.23M","-0.18%"
"Mar 09, 2016","67.53","67.79","67.99","67.12","7.82M","-0.75%"
"Mar 08, 2016","68.04","67.73","68.47","67.48","10.07M","0.22%"
"Mar 07, 2016","67.89","66.62","68.48","66.27","12.83M","1.66%"
"Mar 04, 2016","66.78","66.14","67.28","66.09","10.01M","0.97%"
"Mar 03, 2016","66.14","65.95","66.20","64.88","11.85M","-0.11%"
"Mar 02, 2016","66.21","66.21","66.67","66.00","9.17M","-0.38%"
"Mar 01, 2016","66.46","66.65","66.89","66.00","10.43M","0.18%"
"Feb 29, 2016","66.34","66.63","66.95","66.22","9.35M","-0.26%"
"Feb 26, 2016","66.51","68.08","68.20","66.30","10.98M","-2.25%"
"Feb 25, 2016","68.04","67.45","68.13","67.33","9.58M","1.37%"
"Feb 24, 2016","67.12","66.19","67.33","65.72","10.29M","0.96%"
"Feb 23, 2016","66.48","65.84","66.60","65.28","11.43M","1.30%"
"Feb 22, 2016","65.63","64.96","66.14","64.96","10.59M","1.50%"
"Feb 19, 2016","64.66","63.89","64.77","63.44","15.56M","0.84%"
"Feb 18, 2016","64.12","63.74","64.78","62.35","27.89M","-3.01%"
"Feb 17, 2016","66.11","66.10","66.61","65.81","12.43M","0.32%"
"Feb 16, 2016","65.90","66.61","66.80","65.50","11.36M","-0.42%"
"Feb 12, 2016","66.18","65.52","66.25","64.87","9.70M","1.32%"
"Feb 11, 2016","65.32","65.02","65.76","64.78","11.19M","-0.71%"
"Feb 10, 2016","65.79","66.19","66.59","65.64","9.71M","-0.03%"
"Feb 09, 2016","65.81","65.49","66.41","64.68","14.64M","-1.63%"
"Feb 08, 2016","66.90","66.50","67.15","65.16","20.74M","-0.15%"
"Feb 05, 2016","67.00","66.86","67.53","65.88","14.20M","0.87%"
"Feb 04, 2016","66.42","65.76","66.55","65.01","12.83M","0.23%"
"Feb 03, 2016","66.27","67.31","67.50","65.07","12.32M","-0.88%"
"Feb 02, 2016","66.86","67.30","67.84","66.28","13.59M","-0.95%"
"Feb 01, 2016","67.50","65.91","67.93","65.89","14.73M","1.72%"
"Jan 29, 2016","66.36","64.75","66.53","64.74","16.44M","3.33%"
"Jan 28, 2016","64.22","64.03","64.51","63.43","11.28M","0.42%"
"Jan 27, 2016","63.95","64.10","65.18","63.89","10.21M","-0.08%"
"Jan 26, 2016","64.00","63.36","64.47","63.26","9.44M","0.87%"
"Jan 25, 2016","63.45","62.78","63.82","62.55","12.82M","1.21%"
"Jan 22, 2016","62.69","62.44","63.26","62.13","9.20M","1.31%"
"Jan 21, 2016","61.88","60.98","62.79","60.91","12.09M","1.71%"
"Jan 20, 2016","60.84","61.80","62.33","60.20","17.37M","-2.75%"
"Jan 19, 2016","62.56","62.25","62.80","62.01","13.05M","1.02%"
"Jan 15, 2016","61.93","61.55","62.47","61.26","15.17M","-1.79%"
"Jan 14, 2016","63.06","62.00","63.62","61.82","12.93M","1.84%"
"Jan 13, 2016","61.92","63.73","63.73","61.83","13.73M","-2.67%"
"Jan 12, 2016","63.62","64.38","64.73","63.43","12.20M","-0.93%"
"Jan 11, 2016","64.22","63.76","64.47","63.62","12.65M","1.07%"
"Jan 08, 2016","63.54","65.08","65.41","63.41","17.77M","-2.29%"
"Jan 07, 2016","65.03","62.97","65.23","62.92","26.43M","2.33%"
"Jan 06, 2016","63.55","62.48","63.95","62.47","16.56M","1.00%"
"Jan 05, 2016","62.92","62.03","63.05","61.85","13.33M","2.38%"
"Jan 04, 2016","61.46","60.50","61.49","60.36","11.99M","0.26%"
"Dec 31, 2015","61.30","61.33","61.72","61.17","6.58M","-0.62%"
"Dec 30, 2015","61.68","61.66","61.87","61.49","5.72M","0.11%"
"Dec 29, 2015","61.61","61.00","61.75","60.98","7.88M","1.42%"
"Dec 28, 2015","60.75","60.58","60.97","60.50","5.42M","-0.13%"
"Dec 24, 2015","60.83","60.78","61.10","60.68","2.48M","-0.43%"
"Dec 23, 2015","61.09","61.00","61.12","60.44","7.52M","0.91%"
"Dec 22, 2015","60.54","59.79","60.70","59.61","9.27M","1.66%"
"Dec 21, 2015","59.55","58.82","59.58","58.67","9.65M","1.19%"
"Dec 18, 2015","58.85","58.93","59.40","58.75","16.26M","-0.22%"
"Dec 17, 2015","58.98","60.33","60.33","58.97","12.98M","-2.19%"
"Dec 16, 2015","60.30","60.11","60.65","59.70","9.96M","1.11%"
"Dec 15, 2015","59.64","60.64","60.84","59.57","14.62M","-1.24%"
"Dec 14, 2015","60.39","59.30","60.44","59.07","14.52M","1.74%"
"Dec 11, 2015","59.36","59.05","59.53","58.81","9.74M","-0.34%"
"Dec 10, 2015","59.56","59.13","60.09","59.09","11.36M","0.73%"
"Dec 09, 2015","59.13","59.26","60.11","58.90","8.98M","-0.81%"
"Dec 08, 2015","59.61","60.07","60.49","59.50","10.38M","-1.47%"
"Dec 07, 2015","60.50","59.57","60.73","59.57","11.60M","1.41%"
"Dec 04, 2015","59.66","59.05","59.85","59.03","10.44M","1.05%"
"Dec 03, 2015","59.04","58.69","59.66","58.59","15.84M","1.18%"
"Dec 02, 2015","58.35","58.61","59.29","58.31","13.59M","-1.08%"
"Dec 01, 2015","58.99","59.13","59.29","58.65","12.20M","0.25%"
"Nov 30, 2015","58.84","59.87","60.06","58.73","14.94M","-1.75%"
"Nov 27, 2015","59.89","60.44","60.69","59.87","5.34M","-0.58%"
"Nov 25, 2015","60.24","60.00","60.71","59.88","7.82M","0.53%"
"Nov 24, 2015","59.92","59.95","60.41","59.86","12.45M","-0.56%"
"Nov 23, 2015","60.26","60.29","60.73","59.88","10.58M","0.32%"
"Nov 20, 2015","60.07","60.98","61.47","60.02","12.37M","-1.04%"
"Nov 19, 2015","60.70","61.12","61.36","60.43","11.57M","-0.38%"
"Nov 18, 2015","60.93","60.04","61.07","59.55","14.88M","1.69%"
"Nov 17, 2015","59.92","59.34","60.90","59.20","24.68M","3.54%"
"Nov 16, 2015","57.87","56.39","58.03","56.36","13.32M","2.57%"
"Nov 13, 2015","56.42","56.74","57.06","56.30","12.51M","-0.93%"
"Nov 12, 2015","56.95","57.64","57.77","56.92","9.55M","-1.09%"
"Nov 11, 2015","57.58","58.50","58.73","57.47","8.69M","-1.87%"
"Nov 10, 2015","58.68","58.31","58.71","58.31","7.61M","0.32%"
"Nov 09, 2015","58.49","58.50","58.78","58.02","8.44M","-0.49%"
"Nov 06, 2015","58.78","58.92","59.20","58.31","9.98M","0.29%"
"Nov 05, 2015","58.61","58.51","58.98","58.42","8.86M","0.41%"
"Nov 04, 2015","58.37","58.58","58.76","58.19","10.06M","0.45%"
"Nov 03, 2015","58.11","57.57","58.33","57.53","10.25M","0.87%"
"Nov 02, 2015","57.61","57.29","57.61","56.77","10.72M","0.65%"
"Oct 30, 2015","57.24","57.73","58.12","57.24","15.81M","-1.24%"
"Oct 29, 2015","57.96","57.72","58.12","57.48","12.86M","0.56%"
"Oct 28, 2015","57.64","57.66","57.72","57.16","11.83M","0.28%"
"Oct 27, 2015","57.48","58.01","58.04","57.38","10.51M","-0.93%"
"Oct 26, 2015","58.02","58.40","58.45","57.97","10.84M","-0.48%"
"Oct 23, 2015","58.30","59.19","59.28","58.22","13.04M","-1.02%"
"Oct 22, 2015","58.90","58.94","59.96","58.64","14.59M","0.44%"
"Oct 21, 2015","58.64","58.80","59.03","58.57","13.14M","-0.19%"
"Oct 20, 2015","58.75","58.86","59.00","58.57","10.42M","-0.17%"
"Oct 19, 2015","58.85","58.79","59.30","58.50","17.81M","-0.07%"
"Oct 16, 2015","58.89","59.47","59.49","58.37","26.20M","-0.74%"
"Oct 15, 2015","59.33","59.70","60.47","58.61","46.25M","-1.17%"
"Oct 14, 2015","60.03","66.61","67.95","60.02","80.90M","-10.04%"
"Oct 13, 2015","66.73","66.62","66.94","66.26","8.86M","-0.30%"
"Oct 12, 2015","66.93","66.67","67.00","66.58","5.64M","0.36%"
"Oct 09, 2015","66.69","66.94","67.02","66.50","6.75M","-0.28%"
"Oct 08, 2015","66.88","66.23","66.99","66.15","5.97M","0.78%"
"Oct 07, 2015","66.36","65.84","66.36","65.77","7.19M","1.04%"
"Oct 06, 2015","65.68","65.54","65.95","65.18","7.41M","-0.29%"
"Oct 05, 2015","65.87","65.21","65.92","65.14","6.30M","1.37%"
"Oct 02, 2015","64.98","63.76","64.98","63.41","7.08M","1.10%"
"Oct 01, 2015","64.27","64.76","64.94","63.88","7.84M","-0.88%"
"Sep 30, 2015","64.84","64.43","64.94","63.93","7.98M","1.66%"
"Sep 29, 2015","63.78","63.75","64.04","63.23","7.64M","0.19%"
"Sep 28, 2015","63.66","63.60","63.95","63.48","9.39M","-0.19%"
"Sep 25, 2015","63.78","64.07","64.46","63.62","7.16M","-0.08%"
"Sep 24, 2015","63.83","63.36","63.98","63.30","6.96M","0.17%"
"Sep 23, 2015","63.72","63.72","63.93","63.12","5.88M","0.20%"
"Sep 22, 2015","63.59","63.23","63.82","62.91","8.80M","-0.20%"
"Sep 21, 2015","63.72","63.75","64.00","63.37","7.12M","0.60%"
"Sep 18, 2015","63.34","63.75","64.23","63.26","12.89M","-1.75%"
"Sep 17, 2015","64.47","64.70","65.29","64.16","7.13M","-0.34%"
"Sep 16, 2015","64.69","64.60","64.77","64.05","5.63M","0.58%"
"Sep 15, 2015","64.32","64.48","64.70","64.05","6.86M","0.06%"
"Sep 14, 2015","64.28","64.65","64.67","63.82","6.96M","-0.57%"
"Sep 11, 2015","64.65","64.18","64.68","63.99","8.06M","0.83%"
"Sep 10, 2015","64.12","64.07","64.65","63.83","14.52M","-1.54%"
"Sep 09, 2015","65.12","66.86","67.01","65.01","9.46M","-1.90%"
"Sep 08, 2015","66.38","65.23","66.50","65.18","17.71M","3.90%"
"Sep 04, 2015","63.89","64.07","64.30","63.51","9.23M","-1.50%"
"Sep 03, 2015","64.86","64.72","65.01","64.39","8.52M","0.65%"
"Sep 02, 2015","64.44","64.59","64.94","64.06","9.51M","0.97%"
"Sep 01, 2015","63.82","63.80","64.31","63.27","13.39M","-1.41%"
"Aug 31, 2015","64.73","64.82","65.00","64.29","8.18M","-0.32%"
"Aug 28, 2015","64.94","66.09","66.12","64.45","14.30M","-1.73%"
"Aug 27, 2015","66.08","65.32","66.18","64.95","13.91M","1.93%"
"Aug 26, 2015","64.83","64.23","64.85","63.02","13.93M","2.74%"
"Aug 25, 2015","63.10","65.45","65.71","63.00","14.80M","-1.33%"
"Aug 24, 2015","63.95","63.74","66.16","61.50","22.24M","-3.89%"
"Aug 21, 2015","66.54","67.91","68.31","66.54","15.75M","-2.76%"
"Aug 20, 2015","68.43","68.08","69.30","67.94","9.86M","-0.20%"
"Aug 19, 2015","68.57","68.87","69.39","67.77","16.33M","-1.31%"
"Aug 18, 2015","69.48","70.00","70.50","69.24","21.31M","-3.38%"
"Aug 17, 2015","71.91","71.83","72.23","71.76","7.60M","-0.65%"
"Aug 14, 2015","72.38","72.30","72.60","72.04","5.91M","0.37%"
"Aug 13, 2015","72.11","72.40","72.77","71.97","7.65M","-0.65%"
"Aug 12, 2015","72.58","71.53","72.66","71.27","8.90M","0.90%"
"Aug 11, 2015","71.93","71.25","72.37","71.15","6.83M","0.63%"
"Aug 10, 2015","71.48","71.50","71.75","71.34","6.02M","0.32%"
"Aug 07, 2015","71.25","72.71","72.83","71.17","7.80M","-2.12%"
"Aug 06, 2015","72.79","73.35","73.38","72.66","6.37M","-0.98%"
"Aug 05, 2015","73.51","72.39","73.69","72.25","8.72M","1.74%"
"Aug 04, 2015","72.25","72.42","72.80","71.93","5.87M","0.10%"
"Aug 03, 2015","72.18","71.84","72.38","71.84","5.13M","0.28%"
"Jul 31, 2015","71.98","72.44","72.49","71.66","7.93M","-0.25%"
"Jul 30, 2015","72.16","72.03","72.53","71.78","4.60M","-0.10%"
"Jul 29, 2015","72.23","72.25","72.63","72.09","4.94M","0.18%"
"Jul 28, 2015","72.10","71.53","72.39","71.23","8.59M","1.01%"
"Jul 27, 2015","71.38","71.38","71.65","71.01","6.20M","-0.28%"
"Jul 24, 2015","71.58","72.53","72.56","71.50","5.95M","-1.28%"
"Jul 23, 2015","72.51","73.07","73.22","72.42","4.25M","-0.89%"
"Jul 22, 2015","73.16","72.78","73.82","72.78","6.96M","0.58%"
"Jul 21, 2015","72.74","73.10","73.29","72.53","6.44M","-0.49%"
"Jul 20, 2015","73.10","73.35","73.44","73.06","5.09M","-0.40%"
"Jul 17, 2015","73.39","73.74","74.07","73.31","5.68M","-0.60%"
"Jul 16, 2015","73.83","73.97","74.14","73.76","5.23M","0.24%"
"Jul 15, 2015","73.65","73.59","73.90","73.19","4.57M","-0.19%"
"Jul 14, 2015","73.79","73.98","74.09","73.48","5.52M","-0.12%"
"Jul 13, 2015","73.88","73.51","74.11","73.51","6.08M","1.04%"
"Jul 10, 2015","73.12","73.08","73.55","73.08","5.58M","0.47%"
"Jul 09, 2015","72.78","73.67","73.73","72.71","8.70M","-0.38%"
"Jul 08, 2015","73.06","73.30","73.59","72.90","7.79M","-0.99%"
"Jul 07, 2015","73.79","72.66","73.86","72.00","12.42M","1.74%"
"Jul 06, 2015","72.53","71.38","72.69","71.38","10.54M","0.93%"
"Jul 02, 2015","71.86","72.02","72.56","71.66","6.59M","-0.03%"
"Jul 01, 2015","71.88","71.60","71.95","70.36","10.77M","1.34%"
"Jun 30, 2015","70.93","71.81","71.81","70.78","11.10M","-0.69%"
"Jun 29, 2015","71.42","71.80","72.00","71.41","8.19M","-0.97%"
"Jun 26, 2015","72.12","71.96","72.46","71.87","6.90M","0.36%"
"Jun 25, 2015","71.86","72.45","72.63","71.83","5.29M","-0.72%"
"Jun 24, 2015","72.38","72.56","72.65","72.14","7.34M","-0.26%"
"Jun 23, 2015","72.57","72.89","72.94","72.34","7.88M","-0.30%"
"Jun 22, 2015","72.79","72.98","73.19","72.69","6.49M","0.07%"
"Jun 19, 2015","72.74","72.80","73.22","72.70","14.55M","-0.33%"
"Jun 18, 2015","72.98","72.74","73.48","72.74","8.38M","0.34%"
"Jun 17, 2015","72.73","72.63","72.90","72.34","5.70M","0.53%"
"Jun 16, 2015","72.35","72.22","72.58","71.72","6.22M","0.58%"
"Jun 15, 2015","71.93","72.20","72.40","71.70","7.57M","-0.69%"
"Jun 12, 2015","72.43","72.74","72.90","72.40","7.25M","-0.70%"
"Jun 11, 2015","72.94","73.23","73.67","72.84","7.42M","0.01%"
"Jun 10, 2015","72.93","72.71","73.33","72.34","11.22M","0.63%"
"Jun 09, 2015","72.47","72.70","72.85","72.36","8.34M","-0.19%"
"Jun 08, 2015","72.61","73.43","73.49","72.60","9.59M","-0.62%"
"Jun 05, 2015","73.06","74.17","74.27","72.98","10.64M","-1.47%"
"Jun 04, 2015","74.15","74.46","74.98","73.95","8.98M","-0.99%"
"Jun 03, 2015","74.89","74.70","75.20","74.47","6.09M","0.48%"
"Jun 02, 2015","74.53","74.54","75.00","74.42","5.80M","-0.27%"
"Jun 01, 2015","74.73","74.69","75.08","74.41","5.65M","0.62%"
"May 29, 2015","74.27","74.82","74.88","74.15","6.38M","-0.76%"
"May 28, 2015","74.84","75.07","75.16","74.65","5.03M","-0.47%"
"May 27, 2015","75.19","75.01","75.51","75.00","6.99M","0.39%"
"May 26, 2015","74.90","75.77","75.83","74.81","10.57M","-1.27%"
